930  2
#  i    j    k  	     	   cth(Kcal/mol)	 th0(Deg.)     
  C_2    CT     OH        	   50.00000             109.50000      
  C_3    CT     OH        	   50.00000             109.50000      
  HC     CT_4   OH        	   35.00000             109.50000      
  HC     CT     OS        	   35.00000             109.50000      
  HC     CT     S         	   35.00000             109.50000      
  HC     CT     P         	   41.00000             109.50000      
  CT     CT     P         	   43.00000             109.50000      
  CA     CT     P         	   43.00000             109.50000      
  CT     CT     P+        	   43.00000             109.50000      
  CT     P+     CT        	   45.00000             109.50000      
  HC     CT     P+        	   41.00000             109.50000      
  HC     CT     SH        	   35.00000             109.50000      
  N*     CT     OS        	   50.00000             109.50000      
  CW     CW     NB        	   70.00000             120.00000      
  HA     CV     NB        	   35.00000             120.00000      
  C*     CW     HA        	   35.00000             120.00000      
  C*     CW     NA        	   70.00000             108.70000      
  H4     CW     NA        	   35.00000             120.00000      
  HA     CA     NA        	   35.00000             120.00000      
  C      N      C3        	   50.00000             121.90000      
  C      N      CT        	   50.00000             121.90000      
  C      N      CT_2      	   50.00000             121.90000      
  C      N      CT_3      	   50.00000             121.90000      
  C      N      CA        	   50.00000             121.90000      
  C      N      H         	   35.00000             119.80000      
  C3     N      H         	   38.00000             118.40000      
  CT     N      CT        	   50.00000             118.00000      
  CT_2   N      CT        	   50.00000             118.00000      
  CT_2   N      CT_2      	   50.00000             118.00000      
  CT_3   N      CT        	   50.00000             118.00000      
  CT_3   N      CT_2      	   50.00000             118.00000      
  CT_3   NT     CT_2      	   50.00000             118.00000      
  CA     N      CT        	   50.00000             118.00000      
  CA     NC     CT        	   50.00000             118.00000      
  CT     N      H         	   38.00000             118.40000      
  CT_2   N      H         	   38.00000             118.40000      
  CT_3   N      H         	   38.00000             118.40000      
  CT_3   N      H3        	   38.00000             118.40000      
  H      N      H         	   35.00000             120.00000      
  H      N2     H         	   35.00000             113.00000      
  H3     N      H3        	   35.00000             120.00000      
  C      N*     CM        	   70.00000             121.60000      
  C_2    N*     CM        	   70.00000             121.60000      
  C_3    N*     CM        	   70.00000             121.60000      
  C      NA     CM        	   70.00000             121.60000      
  C_2    NA     CM        	   70.00000             121.60000      
  C_3    NA     CM        	   70.00000             121.60000      
  C      N*     CT        	   70.00000             117.60000      
  C_2    N*     CT        	   70.00000             117.60000      
  C_3    N*     CT        	   70.00000             117.60000      
  C      N*     H         	   35.00000             119.20000      
  C_2    N*     H         	   35.00000             119.20000      
  C_3    N*     H         	   35.00000             119.20000      
  C3     N*     CB        	   70.00000             125.80000      
  C3     N*     CK        	   70.00000             128.80000      
  CM     N*     CT        	   70.00000             121.20000      
  CM     N*     H         	   35.00000             119.20000      
  CM     NA     H         	   35.00000             119.20000      
  C3     N2     CA        	   50.00000             123.20000      
  CA     N2     CA        	   50.00000             123.20000      
  CA     N2     CT        	   50.00000             123.20000      
  CA     N2     CX        	   50.00000             123.20000      
  N2     CX     NZ        	   70.00000             180.00000      
  CA     N2     H         	   35.00000             120.00000      
  CQ     N2     H         	   35.00000             120.00000      
  CA     N2     H3        	   35.00000             120.00000      
  CT     N2     H3        	   35.00000             118.40000      
  CT     N2     H         	   35.00000             118.40000      
  H3     N2     H3        	   35.00000             120.00000      
  C3     N3     H3        	   35.00000             109.50000      
  CT     N3     H3        	   35.00000             109.50000      
  CT_2   N3     H3        	   35.00000             109.50000      
  CT     N3     H         	   35.00000             109.50000      
  CT_3   N3     H3        	   35.00000             109.50000      
  CT_3   N3     H         	   35.00000             109.50000      
  H3     N3     H3        	   35.00000             109.50000      
  H      N3     H         	   35.00000             109.50000      
  CT     N3     CT        	   50.00000             113.00000      
  CT_2   N3     CT_3      	   50.00000             113.00000      
  CT_2   N3     CT        	   50.00000             113.00000      
  C      NA     C         	   70.00000             126.40000      
  C      NA     C_2       	   70.00000             126.40000      
  C      NA     C_3       	   70.00000             126.40000      
  C_2    NA     C_2       	   70.00000             126.40000      
  C_2    NA     C_3       	   70.00000             126.40000      
  C_3    NA     C_3       	   70.00000             126.40000      
  C      N      C         	   70.00000             126.40000      
  C      NA     CA        	   70.00000             125.20000      
  C_2    NA     CA        	   70.00000             125.20000      
  C_3    NA     CA        	   70.00000             125.20000      
  C      N      CQ        	   70.00000             125.20000      
  C      NA     H         	   35.00000             116.80000      
  C_2    NA     H         	   35.00000             116.80000      
  C_3    NA     H         	   35.00000             116.80000      
  CA     NA     H         	   35.00000             118.00000      
  CQ     N      H         	   35.00000             118.00000      
  CN     NA     CW        	   70.00000             111.60000      
  CN     NA     H         	   35.00000             123.10000      
  CR     NA     H         	   35.00000             120.00000      
  CW     NA     H         	   35.00000             120.00000      
  CX     NA     H         	   35.00000             120.00000      
  CB     N*     CK        	   70.00000             105.40000      
  CB     N*     CT        	   70.00000             125.80000      
  CB     N*     H         	   30.00000             125.80000      
  CK     N*     CT        	   70.00000             128.80000      
  CK     N*     H         	   30.00000             128.80000      
  CB     NA     CK        	   70.00000             105.40000      
  CB     NA     CT        	   70.00000             125.80000      
  CB     NA     H         	   30.00000             125.80000      
  CK     NA     CT        	   70.00000             128.80000      
  CK     NA     H         	   30.00000             128.80000      
  CB     NB     CK        	   70.00000             103.80000      
  CR     NB     CV        	   70.00000             110.00000      
  CR     NB     CB        	   70.00000             110.00000      
  CR     NB     CW        	   70.00000             110.00000      
  C      NC     CA        	   70.00000             120.50000      
  C_2    NC     CA        	   70.00000             120.50000      
  C_3    NC     CA        	   70.00000             120.50000      
  CA     NC     CB        	   70.00000             112.20000      
  CA     NC     CQ        	   70.00000             118.60000      
  CQ     NC     CQ        	   70.00000             118.60000      
  CB     NC     CQ        	   70.00000             111.00000      
  CR     NC     CQ        	   70.00000             111.00000      
  C3     NT     H         	   43.20005             108.10000      
  H      NT     H         	   43.60002             106.40000      
  H      N      OH        	   35.00000             110.20000      
  C      N      OH        	   46.00000             115.70000      
  N      OH     HO        	   49.00000             105.40000      
  C      OH     HO        	   35.00000             113.00000      
  CA     OH     HO        	   35.00000             113.00000      
  CM     OH     HO        	   35.00000             109.00000      
  C3     OH     HO        	   55.00000             108.50000      
  CT     OH     HO        	   55.00000             108.50000      
  CT_4   OH     HO        	   55.00000             108.50000      
  HO     OH     P         	   45.00000             108.50000      
  C      OS     C3        	   83.00000             116.90000      
  C_2    OS     C3        	   83.00000             116.90000      
  O      C      OS        	   83.00000             123.40000      
  O      C_2    OS        	   83.00000             123.40000      
  O_2    C_2    OS        	   83.00000             123.40000      
  C      OS     CT        	   83.00000             116.90000      
  C_2    OS     CT        	   83.00000             116.90000      
  OS     C      CT        	   81.00000             111.40000      
  OS     C_2    CT        	   81.00000             111.40000      
  OS     C      CT_2      	   81.00000             111.40000      
  OS     C      CA        	   81.00000             111.40000      
  C      OS     CA        	   83.00000             116.90000      
  C_2    OS     CA        	   83.00000             116.90000      
  OS     CO     OH        	   92.59990             111.55000      
  OS     CO     OS        	   92.59990             111.55000      
  C3     OS     CO        	   100.00000            113.00000      
  C3     CO     OS        	   80.00000             109.50000      
  C3     CO     C3        	   40.00000             109.50000      
  OS     CO     CT        	   50.00000             109.50000      
  CO     CT     CT        	   58.35002             112.70000      
  CT     CO     OH        	   50.00000             109.50000      
  CT     CO     HC        	   37.50000             110.70000      
  CO     OH     HO        	   55.00000             108.50000      
  OS     CO     HC        	   35.00000             109.50000      
  CO     OS     CT        	   60.00000             109.50000      
  CO     CT     HC        	   37.50000             110.70000      
  CO     CT     OH        	   50.00000             109.50000      
  OH     CO     HC        	   35.00000             109.50000      
  HC     CO     HC        	   33.00000             109.50000      
  CA     OS     NB        	   70.00000             108.90000      
  CA     OS     CA        	   75.00000             111.00000      
  CA     OS     P         	   100.00000            120.50000      
  C3     OS     P         	   100.00000            120.50000      
  CT     OS     CT        	   60.00000             109.50000      
  CT     OS     CA        	   75.00000             111.00000      
  CT     OS     CM        	   75.00000             111.00000      
  CT     OS     P         	   100.00000            120.50000      
  O2     P      O2        	   140.00000            119.90000      
  O2     P      OH        	   45.00000             108.23000      
  O2     P      OS        	   100.00000            108.23000      
  OH     P      OS        	   45.00000             102.60000      
  OS     P      OS        	   45.00000             102.60000      
  O      P      OH        	   100.00000            108.23000      
  O      P      OS        	   100.00000            108.23000      
  OH     P      OH        	   45.00000             102.60000      
  CT     P      OS        	   45.00000             109.50000      
  CT     P      O2        	   45.00000             109.50000      
  CT     P      O         	   45.00000             109.50000      
  CA     P      OS        	   45.00000             109.50000      
  CA     P      OH        	   45.00000             109.50000      
  CA     P      O         	   45.00000             109.50000      
  C3     S      LP        	   150.00000            96.70000       
  C3     S      S         	   68.00000             103.70000      
  CT     S      CT        	   62.00000             98.90000       
  CR     S      CW        	   74.00000             90.00000       
  CW     S      CW        	   74.00000             97.00000       
  CT     S      LP        	   150.00000            96.70000       
  CT     S      S         	   68.00000             103.70000      
  LP     S      LP        	   0.00000              160.00000      
  LP     S      S         	   150.00000            96.70000       
  C3     SH     HS        	   44.00000             96.00000       
  C3     SH     LP        	   150.00000            96.70000       
  CT     SH     HS        	   44.00000             96.00000       
  CA     SH     HS        	   50.00000             96.00000       
  CT     SH     LP        	   150.00000            96.70000       
  HS     SH     HS        	   35.00000             92.07000       
  HS     SH     LP        	   150.00000            96.70000       
  LP     SH     LP        	   0.00000              160.00000      
  P      OS     P         	   100.00000            120.50000      
  CA     CT     CA        	   40.00000             109.50000      
  CA     CT     C         	   63.00000             112.00000      
  CA     CT     C_2       	   63.00000             112.00000      
  CA     CT     C_3       	   63.00000             112.00000      
  CT     CA     NA        	   70.00000             120.00000      
  CT     CA     N2        	   70.00000             120.10000      
  N2     CA     N         	   70.00000             120.00000      
  CA     NA     CA        	   70.00000             125.20000      
  CA     CA     NB        	   70.00000             108.70000      
  NA     CA     NB        	   70.00000             123.30000      
  CA     NB     CA        	   70.00000             125.20000      
  HA     CA     NB        	   35.00000             119.10000      
  CA     CA     N         	   70.00000             120.00000      
  CA     N      H         	   35.00000             119.80000      
  CB     CT     HC        	   35.00000             109.50000      
  CA     CB     CT        	   70.00000             120.00000      
  CB     CA     NA        	   70.00000             108.70000      
  CB     CB     CT        	   70.00000             120.00000      
  CB     CB     NB        	   70.00000             110.40000      
  CB     CT     CT        	   63.00000             114.00000      
  CT     CT     F         	   50.00000             109.50000      
  CT_4   CT     F         	   50.00000             109.50000      
  CA     CT     F         	   50.00000             109.50000      
  F      CT     F         	   77.00000             109.10000      
  HC     CT     F         	   40.00000             107.00000      
  CT     C      C         	   80.00000             117.20000      
  CT     C      C_2       	   80.00000             117.20000      
  CT     C      C_3       	   80.00000             117.20000      
  CT     C_2    C         	   80.00000             117.20000      
  CT     C_2    C_2       	   80.00000             117.20000      
  CT     C_2    C_3       	   80.00000             117.20000      
  C      C      O         	   80.00000             121.40000      
  C      C      O_2       	   80.00000             121.40000      
  C      C      O_3       	   80.00000             121.40000      
  C      C_2    O_2       	   80.00000             121.40000      
  C_2    C      O         	   80.00000             121.40000      
  C_2    C      O_2       	   80.00000             121.40000      
  C_2    C      O_3       	   80.00000             121.40000      
  C_2    C_2    O_2       	   80.00000             121.40000      
  C_3    C      O         	   80.00000             121.40000      
  C_3    C      O_2       	   80.00000             121.40000      
  C_3    C      O_3       	   80.00000             121.40000      
  C_3    C_2    O_2       	   80.00000             121.40000      
  C      C      N         	   70.00000             116.60000      
  C_2    C      N         	   70.00000             116.60000      
  C_3    C      N         	   70.00000             116.60000      
  C      C_2    N         	   70.00000             116.60000      
  C_2    C_2    N         	   70.00000             116.60000      
  C_3    C_2    N         	   70.00000             116.60000      
  OY     SY     N         	   120.00000            107.00000      
  OY     SY     OY        	   104.00000            119.00000      
  OY     SZ     CT        	   74.00000             107.00000      
  OY     SY     CT        	   74.00000             108.90000      
  OY     SY     CA        	   74.00000             107.20000      
  N      SY     CA        	   100.00000            103.00000      
  SY     CA     CA        	   85.00000             119.40000      
  SY     CT     HC        	   35.00000             109.50000      
  SZ     CT     HC        	   35.00000             109.50000      
  CT     SY     CT        	   62.00000             102.00000      
  CA     SY     CT        	   62.00000             102.00000      
  CR     SY     CT        	   62.00000             102.00000      
  CU     CT     SY        	   85.00000             119.40000      
  CT     SZ     CT        	   62.00000             96.00000       
  CT     CT     SY        	   50.00000             108.60000      
  CT     CT     SZ        	   50.00000             108.60000      
  N      SY     CT        	   100.00000            103.00000      
  SY     N      CT        	   50.00000             120.00000      
  H      N      SY        	   100.00000            111.00000      
  OS     C      N         	   81.00000             111.40000      
  OS     C_2    N         	   81.00000             111.40000      
  CT     NT     SY        	   50.00000             108.60000      
  C      CT     F         	   50.00000             109.50000      
  C_2    CT     F         	   50.00000             109.50000      
  C_3    CT     F         	   50.00000             109.50000      
  SY     CT     F         	   50.00000             109.50000      
  SY     NT     H         	   35.00000             115.00000      
  C      CW     NA        	   85.00000             120.00000      
  C_2    CW     NA        	   85.00000             120.00000      
  C_3    CW     NA        	   85.00000             120.00000      
  NT     C      CW        	   70.00000             116.00000      
  C      CW     CS        	   85.00000             120.00000      
  C_2    CW     CS        	   85.00000             120.00000      
  C_3    CW     CS        	   85.00000             120.00000      
  CB     CS     HA        	   35.00000             120.00000      
  CW     C      O         	   80.00000             120.40000      
  CW     C      O_2       	   80.00000             120.40000      
  CW     C      O_3       	   80.00000             120.40000      
  CW     C_2    O_2       	   80.00000             120.40000      
  C      NT     CT        	   63.00000             111.10000      
  C_2    NT     CT        	   63.00000             111.10000      
  C_3    NT     CT        	   63.00000             111.10000      
  C      CT     C         	   63.00000             111.10000      
  C_2    CT     C         	   63.00000             111.10000      
  C_3    CT     C         	   63.00000             111.10000      
  C      CT     OS        	   50.00000             109.50000      
  C_2    CT     OS        	   50.00000             109.50000      
  C_3    CT     OS        	   50.00000             109.50000      
  N      CT     OS        	   50.00000             109.50000      
  NT     C      O         	   80.00000             120.40000      
  NT     C      O_2       	   80.00000             120.40000      
  NT     C      O_3       	   80.00000             120.40000      
  NT     C_2    O_2       	   80.00000             120.40000      
  NT     C      CT        	   70.00000             116.00000      
  NT     C_2    CT        	   70.00000             116.00000      
  CA     NT     C         	   63.00000             112.00000      
  CA     NT     C_2       	   63.00000             112.00000      
  CA     NT     C_3       	   63.00000             112.00000      
  CA     NT     SY        	   50.00000             108.60000      
  OY     SY     NT        	   74.00000             108.90000      
  NT     SY     CT        	   62.00000             102.00000      
  NT     CT     S         	   50.00000             114.70000      
  HC     CY     NT        	   35.00000             114.30000      
  CY     CY     NT        	   37.50000             117.20000      
  CA     NT     CY        	   50.00000             109.50000      
  NC     CA     Cl        	   75.00000             120.00000      
  CA     NT     CA        	   40.00000             109.50000      
  NC     CA     NT        	   70.00000             116.00000      
  CM     CM     CY        	   70.00000             124.00000      
  CM     CY     HC        	   35.00000             109.50000      
  CM     CY     CY        	   63.00000             114.00000      
  C      CM     CY        	   70.00000             119.70000      
  C_2    CM     CY        	   70.00000             119.70000      
  C_3    CM     CY        	   70.00000             119.70000      
  N*     CM     CT        	   70.00000             120.00000      
  NA     CM     CT        	   70.00000             120.00000      
  S      CM     CM        	   85.00000             119.40000      
  S      CM     N*        	   85.00000             119.40000      
  S      CM     NA        	   85.00000             119.40000      
  N*     CM     OS        	   70.00000             120.00000      
  NA     CM     OS        	   70.00000             120.00000      
  CA     S      CM        	   62.00000             104.20000      
  CM     OS     CA        	   75.00000             111.00000      
  CM     CT     CA        	   40.00000             109.50000      
  S      CA     CA        	   85.00000             119.40000      
  P      CA     CA        	   85.00000             119.40000      
  CA     S      CT        	   62.00000             104.20000      
  OH     C      N        	   35.00000             115.43000      
  O2 	 S 	CT 	 	   47.80115             107.00000      
